timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1676082771485,248,Checkout,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-22,,true,,316,496,1,1,null,0,1,0
1676082771486,248,239 /deletecart,200,OK,Product Purchase Thread Group 1-22,text,true,,316,496,1,1,https://api.demoblaze.com/deletecart,248,0,0
1676082772037,519,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-23,,true,,1957,523,1,1,null,0,2,0
1676082772039,519,158 /login,200,OK,Product Purchase Thread Group 1-23,text,true,,1957,523,1,1,https://api.demoblaze.com/login,517,0,315
1676082772558,378,Find product,200,"Number of samples in transaction : 2, number of failing samples : 0",Product Purchase Thread Group 1-23,,true,,2271,960,1,1,null,0,2,0
1676082772558,195,188 /bycat,200,OK,Product Purchase Thread Group 1-23,text,true,,1481,484,1,1,https://api.demoblaze.com/bycat,193,0,0
1676082772754,183,209 /view,200,OK,Product Purchase Thread Group 1-23,text,true,,790,476,1,1,https://api.demoblaze.com/view,183,0,0
1676082772938,219,Add product to cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-23,,true,,307,581,1,1,null,0,1,0
1676082772938,219,212 /addtocart,200,OK,Product Purchase Thread Group 1-23,text,true,,307,581,1,1,https://api.demoblaze.com/addtocart,219,0,0
1676082773158,209,View cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-23,,true,,569,522,1,1,null,0,1,0
1676082773158,209,233 /viewcart,200,OK,Product Purchase Thread Group 1-23,text,true,,569,522,1,1,https://api.demoblaze.com/viewcart,209,0,0
1676082773368,240,Checkout,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-23,,true,,316,496,1,1,null,0,0,0
1676082773368,240,239 /deletecart,200,OK,Product Purchase Thread Group 1-23,text,true,,316,496,1,1,https://api.demoblaze.com/deletecart,240,0,0
1676082774042,554,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-24,,true,,2082,523,1,1,null,0,3,0
1676082774044,554,158 /login,200,OK,Product Purchase Thread Group 1-24,text,true,,2082,523,1,1,https://api.demoblaze.com/login,553,0,321
1676082774599,372,Find product,200,"Number of samples in transaction : 2, number of failing samples : 0",Product Purchase Thread Group 1-24,,true,,2175,960,1,1,null,0,1,0
1676082774599,193,188 /bycat,200,OK,Product Purchase Thread Group 1-24,text,true,,1545,484,1,1,https://api.demoblaze.com/bycat,192,0,0
1676082774793,179,209 /view,200,OK,Product Purchase Thread Group 1-24,text,true,,630,476,1,1,https://api.demoblaze.com/view,178,0,0
1676082774973,233,Add product to cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-24,,true,,307,581,1,1,null,0,0,0
1676082774973,233,212 /addtocart,200,OK,Product Purchase Thread Group 1-24,text,true,,307,581,1,1,https://api.demoblaze.com/addtocart,233,0,0
1676082775207,220,View cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-24,,true,,715,522,1,1,null,0,0,0
1676082775207,220,233 /viewcart,200,OK,Product Purchase Thread Group 1-24,text,true,,715,522,1,1,https://api.demoblaze.com/viewcart,220,0,0
1676082775427,240,Checkout,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-24,,true,,316,496,1,1,null,0,2,0
1676082775428,240,239 /deletecart,200,OK,Product Purchase Thread Group 1-24,text,true,,316,496,1,1,https://api.demoblaze.com/deletecart,240,0,0
1676082776037,572,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-25,,true,,1946,523,1,1,null,0,2,0
1676082776039,572,158 /login,200,OK,Product Purchase Thread Group 1-25,text,true,,1946,523,1,1,https://api.demoblaze.com/login,571,0,332
1676082776611,397,Find product,200,"Number of samples in transaction : 2, number of failing samples : 0",Product Purchase Thread Group 1-25,,true,,2062,960,1,1,null,0,2,0
1676082776612,211,188 /bycat,200,OK,Product Purchase Thread Group 1-25,text,true,,1406,484,1,1,https://api.demoblaze.com/bycat,210,0,0
1676082776824,186,209 /view,200,OK,Product Purchase Thread Group 1-25,text,true,,656,476,1,1,https://api.demoblaze.com/view,185,0,0
1676082777010,219,Add product to cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-25,,true,,307,581,1,1,null,0,2,0
1676082777011,219,212 /addtocart,200,OK,Product Purchase Thread Group 1-25,text,true,,307,581,1,1,https://api.demoblaze.com/addtocart,219,0,0
1676082777231,206,View cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-25,,true,,717,522,1,1,null,0,1,0
1676082777232,206,233 /viewcart,200,OK,Product Purchase Thread Group 1-25,text,true,,717,522,1,1,https://api.demoblaze.com/viewcart,205,0,0
1676082777438,273,Checkout,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-25,,true,,316,496,1,1,null,0,1,0
1676082777439,273,239 /deletecart,200,OK,Product Purchase Thread Group 1-25,text,true,,316,496,1,1,https://api.demoblaze.com/deletecart,273,0,0
1676082778033,535,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-26,,true,,1949,523,1,1,null,0,2,0
1676082778035,535,158 /login,200,OK,Product Purchase Thread Group 1-26,text,true,,1949,523,1,1,https://api.demoblaze.com/login,534,0,318
1676082778570,375,Find product,200,"Number of samples in transaction : 2, number of failing samples : 0",Product Purchase Thread Group 1-26,,true,,2195,960,1,1,null,0,1,0
1676082778570,195,188 /bycat,200,OK,Product Purchase Thread Group 1-26,text,true,,1494,484,1,1,https://api.demoblaze.com/bycat,194,0,0
1676082778766,180,209 /view,200,OK,Product Purchase Thread Group 1-26,text,true,,701,476,1,1,https://api.demoblaze.com/view,180,0,0
1676082778947,229,Add product to cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-26,,true,,307,581,1,1,null,0,0,0
1676082778947,229,212 /addtocart,200,OK,Product Purchase Thread Group 1-26,text,true,,307,581,1,1,https://api.demoblaze.com/addtocart,229,0,0
1676082779176,209,View cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-26,,true,,750,522,1,1,null,0,1,0
1676082779177,209,233 /viewcart,200,OK,Product Purchase Thread Group 1-26,text,true,,750,522,1,1,https://api.demoblaze.com/viewcart,208,0,0
1676082779386,265,Checkout,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-26,,true,,316,496,1,1,null,0,1,0
1676082779386,265,239 /deletecart,200,OK,Product Purchase Thread Group 1-26,text,true,,316,496,1,1,https://api.demoblaze.com/deletecart,265,0,0
1676082780032,561,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-27,,true,,2105,523,1,1,null,0,2,0
1676082780033,561,158 /login,200,OK,Product Purchase Thread Group 1-27,text,true,,2105,523,1,1,https://api.demoblaze.com/login,560,0,320
1676082780595,390,Find product,200,"Number of samples in transaction : 2, number of failing samples : 0",Product Purchase Thread Group 1-27,,true,,2229,960,1,1,null,0,0,0
1676082780595,205,188 /bycat,200,OK,Product Purchase Thread Group 1-27,text,true,,1491,484,1,1,https://api.demoblaze.com/bycat,203,0,0
1676082780800,185,209 /view,200,OK,Product Purchase Thread Group 1-27,text,true,,738,476,1,1,https://api.demoblaze.com/view,184,0,0
1676082780985,214,Add product to cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-27,,true,,307,581,1,1,null,0,0,0
1676082780985,214,212 /addtocart,200,OK,Product Purchase Thread Group 1-27,text,true,,307,581,1,1,https://api.demoblaze.com/addtocart,214,0,0
1676082781200,239,View cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-27,,true,,644,522,1,1,null,0,0,0
1676082781200,239,233 /viewcart,200,OK,Product Purchase Thread Group 1-27,text,true,,644,522,1,1,https://api.demoblaze.com/viewcart,238,0,0
1676082781439,247,Checkout,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-27,,true,,316,496,1,1,null,0,1,0
1676082781440,247,239 /deletecart,200,OK,Product Purchase Thread Group 1-27,text,true,,316,496,1,1,https://api.demoblaze.com/deletecart,247,0,0
1676082782037,518,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-28,,true,,2156,523,1,1,null,0,1,0
1676082782038,518,158 /login,200,OK,Product Purchase Thread Group 1-28,text,true,,2156,523,1,1,https://api.demoblaze.com/login,517,0,312
1676082782556,402,Find product,200,"Number of samples in transaction : 2, number of failing samples : 0",Product Purchase Thread Group 1-28,,true,,2349,960,1,1,null,0,2,0
1676082782556,219,188 /bycat,200,OK,Product Purchase Thread Group 1-28,text,true,,1627,484,1,1,https://api.demoblaze.com/bycat,217,0,0
1676082782776,183,209 /view,200,OK,Product Purchase Thread Group 1-28,text,true,,722,476,1,1,https://api.demoblaze.com/view,182,0,0
1676082782960,225,Add product to cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-28,,true,,307,581,1,1,null,0,0,0
1676082782960,225,212 /addtocart,200,OK,Product Purchase Thread Group 1-28,text,true,,307,581,1,1,https://api.demoblaze.com/addtocart,225,0,0
1676082783186,215,View cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-28,,true,,680,522,1,1,null,0,1,0
1676082783187,215,233 /viewcart,200,OK,Product Purchase Thread Group 1-28,text,true,,680,522,1,1,https://api.demoblaze.com/viewcart,214,0,0
1676082783402,277,Checkout,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-28,,true,,316,496,1,1,null,0,0,0
1676082783402,277,239 /deletecart,200,OK,Product Purchase Thread Group 1-28,text,true,,316,496,1,1,https://api.demoblaze.com/deletecart,277,0,0
1676082784041,533,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-29,,true,,2102,523,1,1,null,0,3,0
1676082784043,533,158 /login,200,OK,Product Purchase Thread Group 1-29,text,true,,2102,523,1,1,https://api.demoblaze.com/login,533,0,324
1676082784577,399,Find product,200,"Number of samples in transaction : 2, number of failing samples : 0",Product Purchase Thread Group 1-29,,true,,2235,960,1,1,null,0,0,0
1676082784577,206,188 /bycat,200,OK,Product Purchase Thread Group 1-29,text,true,,1616,484,1,1,https://api.demoblaze.com/bycat,205,0,0
1676082784783,193,209 /view,200,OK,Product Purchase Thread Group 1-29,text,true,,619,476,1,1,https://api.demoblaze.com/view,192,0,0
1676082784977,239,Add product to cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-29,,true,,307,581,1,1,null,0,0,0
1676082784977,239,212 /addtocart,200,OK,Product Purchase Thread Group 1-29,text,true,,307,581,1,1,https://api.demoblaze.com/addtocart,239,0,0
1676082785216,207,View cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-29,,true,,732,522,1,1,null,0,1,0
1676082785217,207,233 /viewcart,200,OK,Product Purchase Thread Group 1-29,text,true,,732,522,1,1,https://api.demoblaze.com/viewcart,206,0,0
1676082785424,248,Checkout,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-29,,true,,316,496,1,1,null,0,1,0
1676082785424,248,239 /deletecart,200,OK,Product Purchase Thread Group 1-29,text,true,,316,496,1,1,https://api.demoblaze.com/deletecart,248,0,0
1676082786038,541,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-30,,true,,2105,523,1,1,null,0,2,0
1676082786040,541,158 /login,200,OK,Product Purchase Thread Group 1-30,text,true,,2105,523,1,1,https://api.demoblaze.com/login,539,0,318
1676082786581,388,Find product,200,"Number of samples in transaction : 2, number of failing samples : 0",Product Purchase Thread Group 1-30,,true,,2419,960,1,1,null,0,2,0
1676082786582,205,188 /bycat,200,OK,Product Purchase Thread Group 1-30,text,true,,1615,484,1,1,https://api.demoblaze.com/bycat,203,0,0
1676082786788,183,209 /view,200,OK,Product Purchase Thread Group 1-30,text,true,,804,476,1,1,https://api.demoblaze.com/view,183,0,0
1676082786971,237,Add product to cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-30,,true,,307,581,1,1,null,0,1,0
1676082786972,237,212 /addtocart,200,OK,Product Purchase Thread Group 1-30,text,true,,307,581,1,1,https://api.demoblaze.com/addtocart,237,0,0
1676082787209,237,View cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-30,,true,,749,522,1,1,null,0,2,0
1676082787210,237,233 /viewcart,200,OK,Product Purchase Thread Group 1-30,text,true,,749,522,1,1,https://api.demoblaze.com/viewcart,237,0,0
1676082787448,298,Checkout,200,"Number of samples in transaction : 1, number of failing samples : 0",Product Purchase Thread Group 1-30,,true,,316,496,1,1,null,0,0,0
1676082787448,298,239 /deletecart,200,OK,Product Purchase Thread Group 1-30,text,true,,316,496,1,1,https://api.demoblaze.com/deletecart,298,0,0
